sale_unique_id,item_nbr,item_vendor,item_department,store_nbr,sales_date,sequence_nbr,item_category,sales_qty,item_cost
100705028-28,100705,507,15,108,2026-09-07,28,,47,138.37
100705029-29,100705,507,26,102,2026-09-08,29,,67,290.69
100705030-30,100705,507,15,118,2026-09-09,30,,20,265.29
100706001-1,100706,507,29,111,2026-08-11,1,,56,244.79
100706002-2,100706,507,12,111,2026-08-12,2,,50,153.63
100706003-3,100706,507,20,106,2026-08-13,3,,9,273.17
100706004-4,100706,507,22,103,2026-08-14,4,,5,260.76
100706005-5,100706,507,29,105,2026-08-15,5,,3,455.19
100706006-6,100706,507,25,116,2026-08-16,6,,25,246.05
100706007-7,100706,507,26,120,2026-08-17,7,,31,139.21
100706008-8,100706,507,11,106,2026-08-18,8,,20,155.09
100706009-9,100706,507,13,119,2026-08-19,9,,44,364.26
100706010-10,100706,507,17,120,2026-08-20,10,,67,100.16
100706011-11,100706,507,16,102,2026-08-21,11,,96,255.2
100706012-12,100706,507,22,108,2026-08-22,12,,4,424.47
100706013-13,100706,507,25,112,2026-08-23,13,,26,287.81
100706014-14,100706,507,24,110,2026-08-24,14,,35,233.84
100706015-15,100706,507,14,104,2026-08-25,15,,23,490.85
100706016-16,100706,507,10,110,2026-08-26,16,,54,227.13
100706017-17,100706,507,19,102,2026-08-27,17,,74,362.38
100706018-18,100706,507,23,109,2026-08-28,18,,68,181.39
100706019-19,100706,507,19,110,2026-08-29,19,,63,232.45
100706020-20,100706,507,16,112,2026-08-30,20,,11,37.46
100706021-21,100706,507,16,105,2026-08-31,21,,48,448.76
100706022-22,100706,507,10,108,2026-09-01,22,,97,335.24
100706023-23,100706,507,20,111,2026-09-02,23,,19,262.86
100706024-24,100706,507,29,104,2026-09-03,24,,62,89.43
100706025-25,100706,507,17,115,2026-09-04,25,,88,166.04
100706026-26,100706,507,24,118,2026-09-05,26,,67,129.61
100706027-27,100706,507,25,111,2026-09-06,27,,83,476.91
100706028-28,100706,507,22,105,2026-09-07,28,,63,128.9
100706029-29,100706,507,27,103,2026-09-08,29,,73,197.21
100706030-30,100706,507,21,109,2026-09-09,30,,69,441.08
100707001-1,100707,507,16,111,2026-08-11,1,,74,321.27
100707002-2,100707,507,17,118,2026-08-12,2,,30,79.65
100707003-3,100707,507,16,119,2026-08-13,3,,54,316.23
100707004-4,100707,507,12,105,2026-08-14,4,,23,452.67
100707005-5,100707,507,15,111,2026-08-15,5,,41,470.34
100707006-6,100707,507,23,109,2026-08-16,6,,81,116.94
100707007-7,100707,507,26,105,2026-08-17,7,,51,177.19
100707008-8,100707,507,14,101,2026-08-18,8,,24,229.48
100707009-9,100707,507,13,108,2026-08-19,9,,7,52.7
100707010-10,100707,507,27,101,2026-08-20,10,,38,52.06
100707011-11,100707,507,14,102,2026-08-21,11,,36,292.88
100707012-12,100707,507,22,102,2026-08-22,12,,99,417.84
100707013-13,100707,507,12,119,2026-08-23,13,,86,467.41
100707014-14,100707,507,18,113,2026-08-24,14,,54,269.93
100707015-15,100707,507,19,102,2026-08-25,15,,92,413.63
100707016-16,100707,507,13,110,2026-08-26,16,,3,230.48
100707017-17,100707,507,26,118,2026-08-27,17,,36,422.71
100707018-18,100707,507,25,111,2026-08-28,18,,48,456.51
100707019-19,100707,507,22,106,2026-08-29,19,,9,221.33
100707020-20,100707,507,22,113,2026-08-30,20,,91,211.3
100707021-21,100707,507,22,110,2026-08-31,21,,17,437.84
100707022-22,100707,507,17,115,2026-09-01,22,,48,439.22
100707023-23,100707,507,20,120,2026-09-02,23,,18,321.89
100707024-24,100707,507,23,104,2026-09-03,24,,51,131.99
100707025-25,100707,507,17,118,2026-09-04,25,,26,470.08
100707026-26,100707,507,10,116,2026-09-05,26,,18,474.44
100707027-27,100707,507,28,107,2026-09-06,27,,15,349.97
100707028-28,100707,507,16,115,2026-09-07,28,,78,269.09
100707029-29,100707,507,29,113,2026-09-08,29,,29,216.03
100707030-30,100707,507,21,101,2026-09-09,30,,94,111.5
100708001-1,100708,507,18,115,2026-08-11,1,,88,463.46
100708002-2,100708,507,11,111,2026-08-12,2,,71,5.84
100708003-3,100708,507,23,102,2026-08-13,3,,45,243.64
100708004-4,100708,507,24,108,2026-08-14,4,,83,425.69
100708005-5,100708,507,15,109,2026-08-15,5,,46,99.25
100708006-6,100708,507,21,102,2026-08-16,6,,14,123.73
100708007-7,100708,507,15,117,2026-08-17,7,,77,141.88
100708008-8,100708,507,20,114,2026-08-18,8,,97,298.82
100708009-9,100708,507,28,103,2026-08-19,9,,58,324.82
100708010-10,100708,507,26,111,2026-08-20,10,,1,348.94
100708011-11,100708,507,27,119,2026-08-21,11,,49,5.15
100708012-12,100708,507,20,113,2026-08-22,12,,92,384.5
100708013-13,100708,507,20,120,2026-08-23,13,,97,74.17
100708014-14,100708,507,19,106,2026-08-24,14,,89,377.07
100708015-15,100708,507,21,107,2026-08-25,15,,59,454.16
100708016-16,100708,507,15,102,2026-08-26,16,,15,466.6
100708017-17,100708,507,20,109,2026-08-27,17,,13,198.57
100708018-18,100708,507,25,104,2026-08-28,18,,75,39.75
100708019-19,100708,507,14,103,2026-08-29,19,,37,403.36
100708020-20,100708,507,18,102,2026-08-30,20,,66,202.31
100708021-21,100708,507,11,113,2026-08-31,21,,71,126.21
100708022-22,100708,507,22,107,2026-09-01,22,,26,211.37
100708023-23,100708,507,12,105,2026-09-02,23,,9,407.37
100708024-24,100708,507,25,104,2026-09-03,24,,6,480.26
100708025-25,100708,507,29,113,2026-09-04,25,,59,232.58
100708026-26,100708,507,12,105,2026-09-05,26,,93,366.92
100708027-27,100708,507,19,107,2026-09-06,27,,30,165.4
100708028-28,100708,507,13,119,2026-09-07,28,,78,274.54
100708029-29,100708,507,13,102,2026-09-08,29,,45,335.24
100708030-30,100708,507,13,120,2026-09-09,30,,92,384.2
100709001-1,100709,507,21,103,2026-08-11,1,,10,288.26
100709002-2,100709,507,20,114,2026-08-12,2,,95,142.52
100709003-3,100709,507,21,109,2026-08-13,3,,16,84.61
100709004-4,100709,507,29,120,2026-08-14,4,,13,403.2
100709005-5,100709,507,25,118,2026-08-15,5,,3,187.05
100709006-6,100709,507,11,112,2026-08-16,6,,99,155.48
100709007-7,100709,507,27,112,2026-08-17,7,,45,153.34
100709008-8,100709,507,14,104,2026-08-18,8,,31,98.26
100709009-9,100709,507,27,112,2026-08-19,9,,36,369.23
100709010-10,100709,507,22,117,2026-08-20,10,,3,371.91
100709011-11,100709,507,25,110,2026-08-21,11,,80,72.94
100709012-12,100709,507,18,103,2026-08-22,12,,91,304.58
100709013-13,100709,507,13,107,2026-08-23,13,,86,16.32
100709014-14,100709,507,19,109,2026-08-24,14,,4,70.19
100709015-15,100709,507,16,102,2026-08-25,15,,98,314.04
100709016-16,100709,507,23,120,2026-08-26,16,,98,375.95
100709017-17,100709,507,27,101,2026-08-27,17,,6,202.32
100709018-18,100709,507,28,110,2026-08-28,18,,26,68.14
100709019-19,100709,507,22,109,2026-08-29,19,,68,82.56
100709020-20,100709,507,10,118,2026-08-30,20,,57,113.21
100709021-21,100709,507,23,117,2026-08-31,21,,56,316.35
100709022-22,100709,507,25,117,2026-09-01,22,,35,229.56
100709023-23,100709,507,24,102,2026-09-02,23,,13,329.6
100709024-24,100709,507,13,116,2026-09-03,24,,87,435.87
100709025-25,100709,507,20,119,2026-09-04,25,,24,345.17
100709026-26,100709,507,28,114,2026-09-05,26,,55,467.92
100709027-27,100709,507,21,112,2026-09-06,27,,56,30.95
100709028-28,100709,507,28,116,2026-09-07,28,,6,319.54
100709029-29,100709,507,15,119,2026-09-08,29,,44,437.22
100709030-30,100709,507,27,108,2026-09-09,30,,56,75.37
100710001-1,100710,507,23,117,2026-08-11,1,,30,175
100710002-2,100710,507,12,119,2026-08-12,2,,72,226.57
100710003-3,100710,507,27,105,2026-08-13,3,,9,384.49
100710004-4,100710,507,10,101,2026-08-14,4,,100,211.83
100710005-5,100710,507,24,102,2026-08-15,5,,25,461
100710006-6,100710,507,18,117,2026-08-16,6,,63,379.07
100710007-7,100710,507,18,101,2026-08-17,7,,100,316.72
100710008-8,100710,507,14,102,2026-08-18,8,,36,343.11
100710009-9,100710,507,22,106,2026-08-19,9,,75,422.5
100710010-10,100710,507,10,117,2026-08-20,10,,4,141.99
100710011-11,100710,507,23,119,2026-08-21,11,,96,450.16
100710012-12,100710,507,24,102,2026-08-22,12,,91,109.57
100710013-13,100710,507,11,105,2026-08-23,13,,88,110.49
100710014-14,100710,507,11,119,2026-08-24,14,,70,132.7
100710015-15,100710,507,19,113,2026-08-25,15,,36,8.99
100710016-16,100710,507,11,107,2026-08-26,16,,87,278.61
100710017-17,100710,507,29,101,2026-08-27,17,,34,59.85
100710018-18,100710,507,18,103,2026-08-28,18,,83,149.64
100710019-19,100710,507,20,115,2026-08-29,19,,15,148.28
100710020-20,100710,507,14,107,2026-08-30,20,,68,104.14
100710021-21,100710,507,12,109,2026-08-31,21,,92,157.57
100710022-22,100710,507,13,101,2026-09-01,22,,6,96.21
100710023-23,100710,507,26,107,2026-09-02,23,,7,471.13
100710024-24,100710,507,15,116,2026-09-03,24,,28,378.29
100710025-25,100710,507,23,104,2026-09-04,25,,30,321.3
100710026-26,100710,507,10,108,2026-09-05,26,,72,131.82
100710027-27,100710,507,14,108,2026-09-06,27,,100,483.61
100710028-28,100710,507,27,111,2026-09-07,28,,82,459.7
100710029-29,100710,507,20,118,2026-09-08,29,,53,208.81
100710030-30,100710,507,10,103,2026-09-09,30,,36,246.15
100801001-1,100801,508,29,107,2026-08-11,1,,93,285.19
100801002-2,100801,508,16,104,2026-08-12,2,,65,495.38
100801003-3,100801,508,10,101,2026-08-13,3,,19,436.4
100801004-4,100801,508,25,103,2026-08-14,4,,37,169.52
100801005-5,100801,508,16,112,2026-08-15,5,,86,489.07
100801006-6,100801,508,14,107,2026-08-16,6,,26,365.21
100801007-7,100801,508,27,113,2026-08-17,7,,6,289.4
100801008-8,100801,508,18,109,2026-08-18,8,,27,265.54
100801009-9,100801,508,10,116,2026-08-19,9,,16,16.46
100801010-10,100801,508,27,119,2026-08-20,10,,75,72.7
100801011-11,100801,508,26,116,2026-08-21,11,,57,123.36
100801012-12,100801,508,26,111,2026-08-22,12,,99,386.61
100801013-13,100801,508,16,116,2026-08-23,13,,100,304.66
100801014-14,100801,508,24,115,2026-08-24,14,,71,168.41
100801015-15,100801,508,27,104,2026-08-25,15,,87,481.64
100801016-16,100801,508,23,118,2026-08-26,16,,34,407.85
100801017-17,100801,508,11,102,2026-08-27,17,,15,188.57
100801018-18,100801,508,26,117,2026-08-28,18,,95,92.34
100801019-19,100801,508,23,103,2026-08-29,19,,88,495.02
100801020-20,100801,508,23,107,2026-08-30,20,,68,190.24
100801021-21,100801,508,26,109,2026-08-31,21,,67,212.68
100801022-22,100801,508,17,117,2026-09-01,22,,60,337.16
100801023-23,100801,508,28,112,2026-09-02,23,,80,360.63
100801024-24,100801,508,17,114,2026-09-03,24,,77,146.82
100801025-25,100801,508,19,112,2026-09-04,25,,35,67.49
100801026-26,100801,508,26,111,2026-09-05,26,,27,264.4
100801027-27,100801,508,22,107,2026-09-06,27,,33,81.29
100801028-28,100801,508,18,107,2026-09-07,28,,92,415.26
100801029-29,100801,508,25,104,2026-09-08,29,,4,62.73
100801030-30,100801,508,21,110,2026-09-09,30,,87,481.16
100802001-1,100802,508,22,115,2026-08-11,1,,73,479.15
100802002-2,100802,508,11,119,2026-08-12,2,,97,485.31
100802003-3,100802,508,13,103,2026-08-13,3,,68,453.09
100802004-4,100802,508,11,111,2026-08-14,4,,88,313.99
100802005-5,100802,508,16,115,2026-08-15,5,,78,483.16
100802006-6,100802,508,26,115,2026-08-16,6,,86,283.94
100802007-7,100802,508,27,106,2026-08-17,7,,29,325.94
100802008-8,100802,508,26,113,2026-08-18,8,,70,350.64
100802009-9,100802,508,13,113,2026-08-19,9,,72,402.14
100802010-10,100802,508,28,103,2026-08-20,10,,39,323.13
100802011-11,100802,508,19,108,2026-08-21,11,,81,445.32
100802012-12,100802,508,25,110,2026-08-22,12,,32,70.27
100802013-13,100802,508,22,105,2026-08-23,13,,1,80.55
100802014-14,100802,508,10,116,2026-08-24,14,,97,425.39
100802015-15,100802,508,18,107,2026-08-25,15,,12,116.48
100802016-16,100802,508,27,106,2026-08-26,16,,19,353.14
100802017-17,100802,508,12,104,2026-08-27,17,,23,284.99
100802018-18,100802,508,13,118,2026-08-28,18,,72,324.28
100802019-19,100802,508,29,117,2026-08-29,19,,77,51.44
100802020-20,100802,508,12,113,2026-08-30,20,,28,391.98
100802021-21,100802,508,22,115,2026-08-31,21,,77,439.2
100802022-22,100802,508,18,109,2026-09-01,22,,94,495.5
100802023-23,100802,508,13,103,2026-09-02,23,,14,264.33
100802024-24,100802,508,13,102,2026-09-03,24,,23,444.97
100802025-25,100802,508,22,113,2026-09-04,25,,14,405.7
100802026-26,100802,508,29,116,2026-09-05,26,,57,450.01
100802027-27,100802,508,24,103,2026-09-06,27,,68,61.17
100802028-28,100802,508,23,115,2026-09-07,28,,30,305.75
100802029-29,100802,508,22,117,2026-09-08,29,,11,39.87
100802030-30,100802,508,27,105,2026-09-09,30,,61,87.39
100803001-1,100803,508,11,113,2026-08-11,1,,79,69.29
100803002-2,100803,508,15,105,2026-08-12,2,,48,453.56
100803003-3,100803,508,11,106,2026-08-13,3,,83,60.68
100803004-4,100803,508,27,111,2026-08-14,4,,51,454.1
100803005-5,100803,508,20,101,2026-08-15,5,,14,335.45
100803006-6,100803,508,27,114,2026-08-16,6,,65,297.45
100803007-7,100803,508,29,117,2026-08-17,7,,64,290.63
100803008-8,100803,508,14,103,2026-08-18,8,,74,494.38
100803009-9,100803,508,26,116,2026-08-19,9,,12,146.29
100803010-10,100803,508,29,103,2026-08-20,10,,11,458.76
100803011-11,100803,508,13,108,2026-08-21,11,,91,50.31
100803012-12,100803,508,12,116,2026-08-22,12,,2,405.53
100803013-13,100803,508,29,108,2026-08-23,13,,70,445.38
100803014-14,100803,508,16,117,2026-08-24,14,,62,44.87
100803015-15,100803,508,21,109,2026-08-25,15,,69,412.38
100803016-16,100803,508,29,109,2026-08-26,16,,38,7.16
100803017-17,100803,508,19,103,2026-08-27,17,,69,364.64
100803018-18,100803,508,26,106,2026-08-28,18,,15,253.86
100803019-19,100803,508,13,108,2026-08-29,19,,32,461.16
100803020-20,100803,508,14,115,2026-08-30,20,,39,453.36
100803021-21,100803,508,29,110,2026-08-31,21,,43,264.27
100803022-22,100803,508,25,102,2026-09-01,22,,21,392.24
100803023-23,100803,508,13,115,2026-09-02,23,,39,385.13
100803024-24,100803,508,22,111,2026-09-03,24,,34,16.49
100803025-25,100803,508,11,103,2026-09-04,25,,54,388.66
100803026-26,100803,508,28,115,2026-09-05,26,,39,12.94
100803027-27,100803,508,15,106,2026-09-06,27,,7,118.79
100803028-28,100803,508,24,102,2026-09-07,28,,17,154.94
100803029-29,100803,508,13,110,2026-09-08,29,,23,356.13
100803030-30,100803,508,18,115,2026-09-09,30,,42,281.66
100804001-1,100804,508,17,116,2026-08-11,1,,18,340.82
100804002-2,100804,508,11,103,2026-08-12,2,,71,376.19
100804003-3,100804,508,16,103,2026-08-13,3,,31,392.16
100804004-4,100804,508,22,106,2026-08-14,4,,41,55.26
100804005-5,100804,508,18,119,2026-08-15,5,,93,156.11
100804006-6,100804,508,15,116,2026-08-16,6,,30,428.37
100804007-7,100804,508,11,101,2026-08-17,7,,44,456.78
100804008-8,100804,508,27,119,2026-08-18,8,,7,434.1
100804009-9,100804,508,10,103,2026-08-19,9,,21,43.4
100804010-10,100804,508,23,115,2026-08-20,10,,17,390.48
100804011-11,100804,508,15,115,2026-08-21,11,,78,120.94
100804012-12,100804,508,16,103,2026-08-22,12,,40,5.26
100804013-13,100804,508,20,117,2026-08-23,13,,58,40.34
100804014-14,100804,508,20,111,2026-08-24,14,,66,399.13
100804015-15,100804,508,18,117,2026-08-25,15,,64,486.26
100804016-16,100804,508,23,117,2026-08-26,16,,3,105.11
100804017-17,100804,508,25,120,2026-08-27,17,,52,113.14
100804018-18,100804,508,15,107,2026-08-28,18,,64,184.71
100804019-19,100804,508,22,106,2026-08-29,19,,87,281.98
100804020-20,100804,508,19,118,2026-08-30,20,,27,378.21
100804021-21,100804,508,15,106,2026-08-31,21,,90,139.45
100804022-22,100804,508,19,109,2026-09-01,22,,47,17.98
100804023-23,100804,508,19,115,2026-09-02,23,,51,319.91
100804024-24,100804,508,11,120,2026-09-03,24,,34,412.46
100804025-25,100804,508,14,114,2026-09-04,25,,44,470.09
100804026-26,100804,508,21,109,2026-09-05,26,,20,85.27
100804027-27,100804,508,16,106,2026-09-06,27,,49,27.42
100804028-28,100804,508,23,115,2026-09-07,28,,89,446.44
100804029-29,100804,508,21,107,2026-09-08,29,,67,477.86
100804030-30,100804,508,12,103,2026-09-09,30,,89,196.81
100805001-1,100805,508,24,110,2026-08-11,1,,52,358.26
100805002-2,100805,508,14,110,2026-08-12,2,,3,64.8
100805003-3,100805,508,17,117,2026-08-13,3,,35,154.43
100805004-4,100805,508,16,104,2026-08-14,4,,62,453.2
100805005-5,100805,508,16,113,2026-08-15,5,,49,377.69
100805006-6,100805,508,11,112,2026-08-16,6,,38,276.87
100805007-7,100805,508,15,114,2026-08-17,7,,88,256.42
100805008-8,100805,508,18,111,2026-08-18,8,,62,416.2
100805009-9,100805,508,19,119,2026-08-19,9,,3,347.45
100805010-10,100805,508,16,104,2026-08-20,10,,76,400.21
100805011-11,100805,508,27,105,2026-08-21,11,,32,47.6
100805012-12,100805,508,18,114,2026-08-22,12,,51,135.52
100805013-13,100805,508,12,112,2026-08-23,13,,52,465.57
100805014-14,100805,508,28,112,2026-08-24,14,,29,127.65
100805015-15,100805,508,26,115,2026-08-25,15,,37,17.63
100805016-16,100805,508,10,113,2026-08-26,16,,6,354.21
100805017-17,100805,508,15,115,2026-08-27,17,,38,286.59
100805018-18,100805,508,12,110,2026-08-28,18,,46,8.34
100805019-19,100805,508,29,104,2026-08-29,19,,48,440.48
100805020-20,100805,508,22,116,2026-08-30,20,,43,359.39
100805021-21,100805,508,12,110,2026-08-31,21,,96,400.82
100805022-22,100805,508,26,109,2026-09-01,22,,60,346.33
100805023-23,100805,508,16,112,2026-09-02,23,,41,458.85
100805024-24,100805,508,16,110,2026-09-03,24,,10,209.67
100805025-25,100805,508,14,120,2026-09-04,25,,8,231.49
100805026-26,100805,508,18,102,2026-09-05,26,,76,131.19
100805027-27,100805,508,15,104,2026-09-06,27,,68,20.57
100805028-28,100805,508,17,109,2026-09-07,28,,3,255.77
100805029-29,100805,508,12,113,2026-09-08,29,,22,357.38
100805030-30,100805,508,10,101,2026-09-09,30,,12,62.35
100806001-1,100806,508,16,108,2026-08-11,1,,28,22.72
100806002-2,100806,508,24,118,2026-08-12,2,,51,438.67
100806003-3,100806,508,27,113,2026-08-13,3,,60,244.12
100806004-4,100806,508,23,114,2026-08-14,4,,22,197.07
100806005-5,100806,508,12,112,2026-08-15,5,,26,164.84
100806006-6,100806,508,28,102,2026-08-16,6,,22,303.76
100806007-7,100806,508,13,104,2026-08-17,7,,16,182.69
100806008-8,100806,508,28,111,2026-08-18,8,,44,210.63
100806009-9,100806,508,29,112,2026-08-19,9,,41,135.42
100806010-10,100806,508,25,114,2026-08-20,10,,84,264.43
100806011-11,100806,508,15,119,2026-08-21,11,,72,182.83
100806012-12,100806,508,11,113,2026-08-22,12,,30,186.35
100806013-13,100806,508,10,113,2026-08-23,13,,39,142.69
100806014-14,100806,508,25,107,2026-08-24,14,,75,335.32
100806015-15,100806,508,11,103,2026-08-25,15,,42,199.56
100806016-16,100806,508,25,106,2026-08-26,16,,75,166.93
100806017-17,100806,508,10,117,2026-08-27,17,,24,437.75
100806018-18,100806,508,12,116,2026-08-28,18,,3,170.12
100806019-19,100806,508,23,108,2026-08-29,19,,24,296.05
100806020-20,100806,508,12,113,2026-08-30,20,,10,78.13
100806021-21,100806,508,28,115,2026-08-31,21,,29,9.51
100806022-22,100806,508,29,112,2026-09-01,22,,57,172.57
100806023-23,100806,508,14,111,2026-09-02,23,,18,174.96
100806024-24,100806,508,11,105,2026-09-03,24,,81,426.3
100806025-25,100806,508,28,111,2026-09-04,25,,38,382.16
100806026-26,100806,508,11,101,2026-09-05,26,,26,497.25
100806027-27,100806,508,17,117,2026-09-06,27,,77,226.05
100806028-28,100806,508,11,105,2026-09-07,28,,9,389.8
100806029-29,100806,508,10,104,2026-09-08,29,,49,381.72
100806030-30,100806,508,14,101,2026-09-09,30,,20,135.15
100807001-1,100807,508,17,109,2026-08-11,1,,16,281.37
100807002-2,100807,508,25,120,2026-08-12,2,,86,99.27
100807003-3,100807,508,17,109,2026-08-13,3,,41,370.48
100807004-4,100807,508,10,110,2026-08-14,4,,16,182.38
100807005-5,100807,508,27,108,2026-08-15,5,,11,183.09
100807006-6,100807,508,22,107,2026-08-16,6,,91,251.57
100807007-7,100807,508,21,101,2026-08-17,7,,3,48.24
100807008-8,100807,508,20,118,2026-08-18,8,,47,378.32
100807009-9,100807,508,10,110,2026-08-19,9,,94,245.89
100807010-10,100807,508,20,120,2026-08-20,10,,80,212.57
100807011-11,100807,508,27,108,2026-08-21,11,,35,404.17
100807012-12,100807,508,11,112,2026-08-22,12,,7,144.83
100807013-13,100807,508,17,117,2026-08-23,13,,61,450.47
100807014-14,100807,508,26,111,2026-08-24,14,,40,422.24
100807015-15,100807,508,14,104,2026-08-25,15,,80,62.78
100807016-16,100807,508,13,107,2026-08-26,16,,88,25.84
100807017-17,100807,508,12,119,2026-08-27,17,,22,326.06
100807018-18,100807,508,26,112,2026-08-28,18,,19,402.86
100807019-19,100807,508,16,114,2026-08-29,19,,25,194.63
100807020-20,100807,508,17,118,2026-08-30,20,,29,354.42
100807021-21,100807,508,18,103,2026-08-31,21,,22,203.02
100807022-22,100807,508,23,108,2026-09-01,22,,95,223.46
100807023-23,100807,508,20,102,2026-09-02,23,,38,61.43
100807024-24,100807,508,26,114,2026-09-03,24,,85,454.6
100807025-25,100807,508,20,101,2026-09-04,25,,6,355.25
100807026-26,100807,508,19,110,2026-09-05,26,,72,264.96
100807027-27,100807,508,20,106,2026-09-06,27,,93,405.7
100807028-28,100807,508,15,119,2026-09-07,28,,12,78.95
100807029-29,100807,508,23,114,2026-09-08,29,,32,338.86
100807030-30,100807,508,23,103,2026-09-09,30,,88,407.9
100808001-1,100808,508,21,118,2026-08-11,1,,44,489.57
100808002-2,100808,508,16,120,2026-08-12,2,,24,276.38
100808003-3,100808,508,18,111,2026-08-13,3,,3,120.47
100808004-4,100808,508,13,105,2026-08-14,4,,31,162.56
100808005-5,100808,508,18,115,2026-08-15,5,,91,304.1
100808006-6,100808,508,19,104,2026-08-16,6,,58,188.58
100808007-7,100808,508,15,118,2026-08-17,7,,88,400.33
100808008-8,100808,508,28,118,2026-08-18,8,,33,359.28
100808009-9,100808,508,23,115,2026-08-19,9,,71,349.38
100808010-10,100808,508,17,102,2026-08-20,10,,57,154.06
100808011-11,100808,508,16,111,2026-08-21,11,,33,126.44
100808012-12,100808,508,29,104,2026-08-22,12,,48,114.72
100808013-13,100808,508,26,117,2026-08-23,13,,58,116.58
100808014-14,100808,508,25,115,2026-08-24,14,,5,199.98
100808015-15,100808,508,26,107,2026-08-25,15,,5,355.84
100808016-16,100808,508,17,117,2026-08-26,16,,53,361.37
100808017-17,100808,508,22,114,2026-08-27,17,,79,161.07
100808018-18,100808,508,26,106,2026-08-28,18,,7,414.21
100808019-19,100808,508,27,111,2026-08-29,19,,11,192.2
100808020-20,100808,508,28,112,2026-08-30,20,,62,82.48
100808021-21,100808,508,14,103,2026-08-31,21,,70,60.72
100808022-22,100808,508,14,120,2026-09-01,22,,81,197.9
100808023-23,100808,508,14,114,2026-09-02,23,,8,320.1
100808024-24,100808,508,19,112,2026-09-03,24,,79,168.74
100808025-25,100808,508,16,111,2026-09-04,25,,4,113.49
100808026-26,100808,508,19,118,2026-09-05,26,,41,473.34
100808027-27,100808,508,24,102,2026-09-06,27,,22,377.55
100808028-28,100808,508,19,102,2026-09-07,28,,29,196.3
100808029-29,100808,508,27,107,2026-09-08,29,,26,461.57
100808030-30,100808,508,10,117,2026-09-09,30,,5,351.24
100809001-1,100809,508,28,112,2026-08-11,1,,46,318.11
100809002-2,100809,508,19,114,2026-08-12,2,,7,127.6
100809003-3,100809,508,26,106,2026-08-13,3,,47,80.85
100809004-4,100809,508,29,119,2026-08-14,4,,86,26.9
100809005-5,100809,508,21,112,2026-08-15,5,,80,233
100809006-6,100809,508,26,106,2026-08-16,6,,53,194.59
100809007-7,100809,508,21,116,2026-08-17,7,,58,77.87
100809008-8,100809,508,20,120,2026-08-18,8,,70,297.81
100809009-9,100809,508,18,120,2026-08-19,9,,69,138.93
100809010-10,100809,508,17,106,2026-08-20,10,,81,105.1
100809011-11,100809,508,14,107,2026-08-21,11,,63,376.78
100809012-12,100809,508,17,114,2026-08-22,12,,43,266.53
100809013-13,100809,508,27,104,2026-08-23,13,,35,274.87
100809014-14,100809,508,15,114,2026-08-24,14,,98,248.73
100809015-15,100809,508,17,109,2026-08-25,15,,33,293.43
100809016-16,100809,508,14,110,2026-08-26,16,,89,161.96
100809017-17,100809,508,25,104,2026-08-27,17,,43,230.13
100809018-18,100809,508,14,101,2026-08-28,18,,91,455.73
100809019-19,100809,508,17,107,2026-08-29,19,,21,344.93
100809020-20,100809,508,15,116,2026-08-30,20,,83,342.43
100809021-21,100809,508,15,108,2026-08-31,21,,92,480.84
100809022-22,100809,508,29,115,2026-09-01,22,,86,489.85
100809023-23,100809,508,28,110,2026-09-02,23,,27,63.14
100809024-24,100809,508,21,112,2026-09-03,24,,35,163.79
100809025-25,100809,508,10,110,2026-09-04,25,,75,268.31
100809026-26,100809,508,24,120,2026-09-05,26,,98,450.46
100809027-27,100809,508,12,104,2026-09-06,27,,4,265.54
100809028-28,100809,508,27,117,2026-09-07,28,,95,481.47
100809029-29,100809,508,12,108,2026-09-08,29,,25,443.46
100809030-30,100809,508,13,108,2026-09-09,30,,98,103.21
100810001-1,100810,508,24,103,2026-08-11,1,,97,41.7
100810002-2,100810,508,15,119,2026-08-12,2,,74,162.33
100810003-3,100810,508,23,102,2026-08-13,3,,5,251.2
100810004-4,100810,508,14,103,2026-08-14,4,,14,495.13
100810005-5,100810,508,27,116,2026-08-15,5,,29,191.86
100810006-6,100810,508,26,111,2026-08-16,6,,6,55.45
100810007-7,100810,508,18,113,2026-08-17,7,,78,493.62
100810008-8,100810,508,24,113,2026-08-18,8,,45,350.41
100810009-9,100810,508,29,119,2026-08-19,9,,71,90.42
100810010-10,100810,508,28,108,2026-08-20,10,,24,496.71
100810011-11,100810,508,11,117,2026-08-21,11,,67,148.96
100810012-12,100810,508,23,101,2026-08-22,12,,86,305.09
100810013-13,100810,508,28,108,2026-08-23,13,,27,139.72
100810014-14,100810,508,18,114,2026-08-24,14,,66,362.67
100810015-15,100810,508,10,116,2026-08-25,15,,32,243.1
100810016-16,100810,508,23,102,2026-08-26,16,,10,253.61
100810017-17,100810,508,21,119,2026-08-27,17,,38,270.33
100810018-18,100810,508,19,102,2026-08-28,18,,42,184.41
100810019-19,100810,508,11,113,2026-08-29,19,,39,103.67
100810020-20,100810,508,10,120,2026-08-30,20,,34,345.34
100810021-21,100810,508,12,107,2026-08-31,21,,97,476.61
100810022-22,100810,508,25,104,2026-09-01,22,,55,474.45
100810023-23,100810,508,27,115,2026-09-02,23,,4,124.72
100810024-24,100810,508,22,103,2026-09-03,24,,53,433.55
100810025-25,100810,508,17,120,2026-09-04,25,,79,149.78
100810026-26,100810,508,11,109,2026-09-05,26,,51,83.6
