purchase_order_id,item_vendor,department,item_nbr,warehouse_nbr,receipt_date,receiving_seq_nbr,order_qty,received_qty,update_timestamp
101006020,510,29,101006,109,2026-08-30,20,40,40,2026-09-12 23:05:03
101006021,510,29,101006,112,2026-08-31,21,26,26,2026-09-12 23:05:03
101006022,510,21,101006,114,2026-09-01,22,68,68,2026-09-12 23:05:03
101006023,510,25,101006,107,2026-09-02,23,42,42,2026-09-12 23:05:03
101006024,510,28,101006,116,2026-09-03,24,44,44,2026-09-12 23:05:03
101006025,510,22,101006,102,2026-09-04,25,31,31,2026-09-12 23:05:03
101006026,510,10,101006,117,2026-09-05,26,8,8,2026-09-12 23:05:03
101006027,510,23,101006,114,2026-09-06,27,47,47,2026-09-12 23:05:03
101006028,510,23,101006,111,2026-09-07,28,2,2,2026-09-12 23:05:03
101006029,510,12,101006,118,2026-09-08,29,12,12,2026-09-12 23:05:03
101006030,510,16,101006,120,2026-09-09,30,53,53,2026-09-12 23:05:03
101007001,510,13,101007,101,2026-08-11,1,43,43,2026-09-12 23:05:03
101007002,510,22,101007,114,2026-08-12,2,65,65,2026-09-12 23:05:03
101007003,510,18,101007,120,2026-08-13,3,34,34,2026-09-12 23:05:03
101007004,510,12,101007,116,2026-08-14,4,5,5,2026-09-12 23:05:03
101007005,510,21,101007,113,2026-08-15,5,48,48,2026-09-12 23:05:03
101007006,510,29,101007,110,2026-08-16,6,76,76,2026-09-12 23:05:03
101007007,510,14,101007,117,2026-08-17,7,94,94,2026-09-12 23:05:03
101007008,510,18,101007,116,2026-08-18,8,17,17,2026-09-12 23:05:03
101007009,510,13,101007,110,2026-08-19,9,54,54,2026-09-12 23:05:03
101007010,510,18,101007,108,2026-08-20,10,37,37,2026-09-12 23:05:03
101007011,510,18,101007,107,2026-08-21,11,4,4,2026-09-12 23:05:03
101007012,510,26,101007,117,2026-08-22,12,93,93,2026-09-12 23:05:03
101007013,510,15,101007,103,2026-08-23,13,43,43,2026-09-12 23:05:03
101007014,510,20,101007,106,2026-08-24,14,52,52,2026-09-12 23:05:03
101007015,510,13,101007,119,2026-08-25,15,10,10,2026-09-12 23:05:03
101007016,510,26,101007,112,2026-08-26,16,54,54,2026-09-12 23:05:03
101007017,510,18,101007,102,2026-08-27,17,58,58,2026-09-12 23:05:03
101007018,510,27,101007,112,2026-08-28,18,65,65,2026-09-12 23:05:03
101007019,510,20,101007,116,2026-08-29,19,56,56,2026-09-12 23:05:03
101007020,510,21,101007,108,2026-08-30,20,69,69,2026-09-12 23:05:03
101007021,510,17,101007,113,2026-08-31,21,32,32,2026-09-12 23:05:03
101007022,510,29,101007,108,2026-09-01,22,50,50,2026-09-12 23:05:03
101007023,510,26,101007,120,2026-09-02,23,33,33,2026-09-12 23:05:03
101007024,510,23,101007,111,2026-09-03,24,26,26,2026-09-12 23:05:03
101007025,510,12,101007,112,2026-09-04,25,45,45,2026-09-12 23:05:03
101007026,510,18,101007,114,2026-09-05,26,70,70,2026-09-12 23:05:03
101007027,510,24,101007,107,2026-09-06,27,1,1,2026-09-12 23:05:03
101007028,510,18,101007,115,2026-09-07,28,29,29,2026-09-12 23:05:03
101007029,510,10,101007,118,2026-09-08,29,58,58,2026-09-12 23:05:03
101007030,510,11,101007,117,2026-09-09,30,14,14,2026-09-12 23:05:03
101008001,510,16,101008,110,2026-08-11,1,42,42,2026-09-12 23:05:03
101008002,510,16,101008,101,2026-08-12,2,96,96,2026-09-12 23:05:03
101008003,510,23,101008,119,2026-08-13,3,43,43,2026-09-12 23:05:03
101008004,510,12,101008,108,2026-08-14,4,100,100,2026-09-12 23:05:03
101008005,510,13,101008,103,2026-08-15,5,61,61,2026-09-12 23:05:03
101008006,510,27,101008,117,2026-08-16,6,29,29,2026-09-12 23:05:03
101008007,510,21,101008,112,2026-08-17,7,99,99,2026-09-12 23:05:03
101008008,510,15,101008,103,2026-08-18,8,94,94,2026-09-12 23:05:03
101008009,510,11,101008,113,2026-08-19,9,27,27,2026-09-12 23:05:03
101008010,510,29,101008,104,2026-08-20,10,64,64,2026-09-12 23:05:03
101008011,510,22,101008,109,2026-08-21,11,23,23,2026-09-12 23:05:03
101008012,510,28,101008,106,2026-08-22,12,98,98,2026-09-12 23:05:03
101008013,510,24,101008,105,2026-08-23,13,42,42,2026-09-12 23:05:03
101008014,510,25,101008,109,2026-08-24,14,47,47,2026-09-12 23:05:03
101008015,510,22,101008,118,2026-08-25,15,14,14,2026-09-12 23:05:03
101008016,510,17,101008,106,2026-08-26,16,52,52,2026-09-12 23:05:03
101008017,510,16,101008,109,2026-08-27,17,42,42,2026-09-12 23:05:03
101008018,510,14,101008,112,2026-08-28,18,13,13,2026-09-12 23:05:03
101008019,510,14,101008,102,2026-08-29,19,28,28,2026-09-12 23:05:03
101008020,510,25,101008,109,2026-08-30,20,82,82,2026-09-12 23:05:03
101008021,510,19,101008,113,2026-08-31,21,77,77,2026-09-12 23:05:03
101008022,510,10,101008,101,2026-09-01,22,63,63,2026-09-12 23:05:03
101008023,510,12,101008,102,2026-09-02,23,79,79,2026-09-12 23:05:03
101008024,510,20,101008,120,2026-09-03,24,9,9,2026-09-12 23:05:03
101008025,510,13,101008,111,2026-09-04,25,46,46,2026-09-12 23:05:03
101008026,510,26,101008,119,2026-09-05,26,23,23,2026-09-12 23:05:03
101008027,510,26,101008,114,2026-09-06,27,4,4,2026-09-12 23:05:03
101008028,510,19,101008,116,2026-09-07,28,11,11,2026-09-12 23:05:03
101008029,510,23,101008,107,2026-09-08,29,84,84,2026-09-12 23:05:03
101008030,510,20,101008,114,2026-09-09,30,31,31,2026-09-12 23:05:03
101009001,510,10,101009,101,2026-08-11,1,38,38,2026-09-12 23:05:03
101009002,510,28,101009,112,2026-08-12,2,56,56,2026-09-12 23:05:03
101009003,510,15,101009,120,2026-08-13,3,21,21,2026-09-12 23:05:03
101009004,510,25,101009,117,2026-08-14,4,13,13,2026-09-12 23:05:03
101009005,510,16,101009,107,2026-08-15,5,82,82,2026-09-12 23:05:03
101009006,510,20,101009,101,2026-08-16,6,64,64,2026-09-12 23:05:03
101009007,510,28,101009,109,2026-08-17,7,43,43,2026-09-12 23:05:03
101009008,510,11,101009,114,2026-08-18,8,82,82,2026-09-12 23:05:03
101009009,510,22,101009,114,2026-08-19,9,67,67,2026-09-12 23:05:03
101009010,510,22,101009,106,2026-08-20,10,35,35,2026-09-12 23:05:03
101009011,510,11,101009,106,2026-08-21,11,78,78,2026-09-12 23:05:03
101009012,510,16,101009,119,2026-08-22,12,84,84,2026-09-12 23:05:03
101009013,510,24,101009,106,2026-08-23,13,27,27,2026-09-12 23:05:03
101009014,510,12,101009,115,2026-08-24,14,89,89,2026-09-12 23:05:03
101009015,510,19,101009,108,2026-08-25,15,1,1,2026-09-12 23:05:03
101009016,510,10,101009,111,2026-08-26,16,71,71,2026-09-12 23:05:03
101009017,510,24,101009,114,2026-08-27,17,27,27,2026-09-12 23:05:03
101009018,510,28,101009,113,2026-08-28,18,55,55,2026-09-12 23:05:03
101009019,510,13,101009,110,2026-08-29,19,34,34,2026-09-12 23:05:03
101009020,510,10,101009,117,2026-08-30,20,92,92,2026-09-12 23:05:03
101009021,510,29,101009,106,2026-08-31,21,67,67,2026-09-12 23:05:03
101009022,510,28,101009,111,2026-09-01,22,1,1,2026-09-12 23:05:03
101009023,510,20,101009,119,2026-09-02,23,47,47,2026-09-12 23:05:03
101009024,510,19,101009,120,2026-09-03,24,2,2,2026-09-12 23:05:03
101009025,510,23,101009,112,2026-09-04,25,93,93,2026-09-12 23:05:03
101009026,510,18,101009,102,2026-09-05,26,40,40,2026-09-12 23:05:03
101009027,510,29,101009,112,2026-09-06,27,73,73,2026-09-12 23:05:03
101009028,510,22,101009,104,2026-09-07,28,16,16,2026-09-12 23:05:03
101009029,510,17,101009,108,2026-09-08,29,50,50,2026-09-12 23:05:03
101009030,510,21,101009,114,2026-09-09,30,64,64,2026-09-12 23:05:03
101010001,510,24,101010,112,2026-08-11,1,57,57,2026-09-12 23:05:03
101010002,510,22,101010,105,2026-08-12,2,4,4,2026-09-12 23:05:03
101010003,510,28,101010,104,2026-08-13,3,11,11,2026-09-12 23:05:03
101010004,510,29,101010,110,2026-08-14,4,86,86,2026-09-12 23:05:03
101010005,510,12,101010,112,2026-08-15,5,75,75,2026-09-12 23:05:03
101010006,510,23,101010,101,2026-08-16,6,11,11,2026-09-12 23:05:03
101010007,510,24,101010,110,2026-08-17,7,63,63,2026-09-12 23:05:03
101010008,510,23,101010,106,2026-08-18,8,2,2,2026-09-12 23:05:03
101010009,510,19,101010,107,2026-08-19,9,40,40,2026-09-12 23:05:03
101010010,510,19,101010,110,2026-08-20,10,43,43,2026-09-12 23:05:03
101010011,510,22,101010,103,2026-08-21,11,93,93,2026-09-12 23:05:03
101010012,510,16,101010,105,2026-08-22,12,85,85,2026-09-12 23:05:03
101010013,510,29,101010,112,2026-08-23,13,57,57,2026-09-12 23:05:03
101010014,510,29,101010,102,2026-08-24,14,79,79,2026-09-12 23:05:03
101010015,510,19,101010,114,2026-08-25,15,49,49,2026-09-12 23:05:03
101010016,510,22,101010,114,2026-08-26,16,11,11,2026-09-12 23:05:03
101010017,510,28,101010,116,2026-08-27,17,55,55,2026-09-12 23:05:03
101010018,510,23,101010,114,2026-08-28,18,9,9,2026-09-12 23:05:03
101010019,510,19,101010,103,2026-08-29,19,71,71,2026-09-12 23:05:03
101010020,510,19,101010,120,2026-08-30,20,63,63,2026-09-12 23:05:03
101010021,510,22,101010,112,2026-08-31,21,20,20,2026-09-12 23:05:03
101010022,510,10,101010,113,2026-09-01,22,70,70,2026-09-12 23:05:03
101010023,510,16,101010,115,2026-09-02,23,30,30,2026-09-12 23:05:03
101010024,510,10,101010,102,2026-09-03,24,49,49,2026-09-12 23:05:03
101010025,510,23,101010,103,2026-09-04,25,97,97,2026-09-12 23:05:03
101010026,510,13,101010,106,2026-09-05,26,96,96,2026-09-12 23:05:03
101010027,510,14,101010,104,2026-09-06,27,74,74,2026-09-12 23:05:03
101010028,510,14,101010,104,2026-09-07,28,42,42,2026-09-12 23:05:03
101010029,510,18,101010,118,2026-09-08,29,39,39,2026-09-12 23:05:03
101010030,510,28,101010,119,2026-09-09,30,5,5,2026-09-12 23:05:03
